sub,effort,pupil_cognitive_effect,behavioral_cognitive_effect
13,High,18.3338969065002,-0.7523809523809525
13,Low,-14.6833533028692,-0.8304114490161002
16,High,21.785060808225992,-0.4630614657210402
16,Low,-9.021363326157001,-0.42950913242009137
17,High,-8.406372668865004,-0.3999999999999999
17,Low,21.598891307114997,-0.31333333333333346
18,High,-2.1582440821803033,-0.26000000000000006
18,Low,10.710036164978,-0.5466666666666669
19,High,5.298513928793994,-0.8844444444444444
19,Low,29.968109569381966,-0.6157635467980295
21,High,-4.774552506450306,-0.7666666666666666
21,Low,-25.36558431915401,-0.6704109589041096
23,High,-33.937760165523,-0.38
23,Low,16.344510468788002,-0.22000000000000008
24,High,-28.041499185158997,-0.30666666666666664
24,Low,-6.520760183298705,-0.2400000000000001
25,High,-1.225971234740996,0.3133333333333333
25,Low,-8.288480815366398,0.20000000000000007
26,High,-1.1753888780930026,-0.7089285714285715
26,Low,-38.868504825153025,-0.5891891891891892
27,High,19.62330719391602,-0.7708108108108107
27,Low,0.599713251905996,-0.7066666666666667
29,High,62.168167295861,-0.5800000000000001
29,Low,23.63185761474898,-0.5446773303916161
31,High,-36.30620937198,-0.6915068493150685
31,Low,-18.072953360328,-0.6677927927927928
33,High,32.649527413680005,-0.2733333333333333
33,Low,21.678618282369,-0.26068027210884337
34,High,17.28510609353701,-0.725945945945946
34,Low,2.843778614935985,-0.7133333333333334
35,High,26.61070305645859,-0.8212508884150675
35,Low,44.997718802500216,-0.7887096774193548
36,High,20.374677060459206,-0.7466666666666666
36,Low,12.537653448182596,-0.74
37,High,46.126302699720014,-0.45999999999999996
37,Low,6.99399378029301,-0.5799999999999998
42,High,-26.600481955754603,-0.6533333333333332
42,Low,-14.023903371609393,-0.58
43,High,-9.148994528684995,-0.6733333333333333
43,Low,16.58405945194201,-0.8933333333333334
44,High,18.381274944112988,-0.7733333333333334
44,Low,51.16295822337999,-0.7666666666666666
46,High,15.103785643212007,-0.5942857142857143
46,Low,48.69095662607003,-0.5392857142857144
48,High,13.740444595663007,-0.84
48,Low,9.469757498229995,-0.76
54,High,-2.4670724697081,-0.64
54,Low,6.581514578114202,-0.5733333333333334
56,High,19.42483677644961,-0.30666666666666675
56,Low,24.5124697371498,-0.3999999999999999
58,High,-6.545750784915981,-0.3933333333333332
58,Low,38.684973651994,-0.36
61,High,15.126167111076995,-0.8871158392434988
61,Low,3.2144794029402988,-0.7727412889300032
64,High,-37.291882082315,-0.7238095238095238
64,Low,-75.57581960281101,-0.6933333333333334
65,High,13.545292323856003,-0.5599999999999999
65,Low,0.060460450996998816,-0.44666666666666666
68,High,-9.025308350749,-0.6733333333333333
68,Low,18.773331952389015,-0.7200000000000001
69,High,24.92948523371399,-0.4553571428571429
69,Low,14.161890664523014,-0.46723404255319145
72,High,0.4509089811568998,-0.1266666666666666
72,Low,-18.3567253222337,-0.2600000000000001
74,High,-58.528348579286984,-0.5118918918918919
74,Low,-3.9227410731269856,-0.68
82,High,-8.484479785783009,-0.7999999999999999
82,Low,40.12799204848801,-0.86
85,High,-11.91279324736098,-0.4333333333333332
85,Low,38.07932337741096,-0.4252054794520548
87,High,10.097051988249973,-0.7066666666666667
87,Low,-26.740075595917006,-0.5446773303916161
88,High,-24.16034054242698,-0.44000000000000017
88,Low,-13.001982705860996,-0.4733333333333332
