sub,difficulty,pupil_physical_effect,behavioral_physical_effect
13,Easy,2.7322251157658,-0.040000000000000036
13,Hard,9.315004540414705,-0.06079931972789118
16,Easy,-37.773173252368,-0.022522522522522626
16,Hard,-10.881147192045006,-0.03959183673469385
17,Easy,-16.009690442675975,0.026666666666666727
17,Hard,-13.71138279964299,-0.019999999999999993
18,Easy,-2.136057355591099,0.014054054054054022
18,Hard,-10.307221297130504,-0.0212244897959184
19,Easy,-82.337446934432,0.054234234234234235
19,Hard,-88.47902898322201,0
21,Easy,-39.40346108914001,0.0021917808219179546
21,Hard,-54.669366199835,0
23,Easy,-60.87647892941101,0
23,Hard,-22.972981906545982,-0.12
24,Easy,-25.0012299464218,0
24,Hard,-8.583245381604897,-0.07469387755102042
25,Easy,-52.439489140315004,-0.05497963717141807
25,Hard,3.120811891908005,0.059893522626441875
26,Easy,-50.685261465047006,-0.0277777777777779
26,Hard,-39.384746901071,-0.01999999999999999
27,Easy,-45.077000635944955,0
27,Hard,-49.53674891105902,0.05877551020408157
29,Easy,47.11871795452902,-0.06666666666666665
29,Hard,-30.864079010978998,-0.060000000000000026
31,Easy,-48.040797606389106,0
31,Hard,20.29994038258799,0.04614019520851825
33,Easy,-12.565937441796194,-0.053333333333333344
33,Hard,-21.018846144749304,-4.163336342344337e-17
34,Easy,-25.506006073971975,-0.009863013698629963
34,Hard,-16.30855927591199,0.019999999999999987
35,Easy,-19.748249244224397,0.06666666666666665
35,Hard,-10.5860680299118,-0.019999999999999993
36,Easy,-62.10255897690601,0.053333333333333344
36,Hard,-0.8134540302899893,0.01999999999999999
37,Easy,-48.64085732214599,-0.009009009009009028
37,Hard,20.65974455077199,-0.1175
42,Easy,1.2656648215463022,0
42,Hard,-13.5052676277908,-0.07999999999999996
43,Easy,8.722509772955988,-0.03963963963963968
43,Hard,40.65602276178501,-4.081632653061239e-4
44,Easy,-24.433869295965692,-0.059792669381710295
44,Hard,-16.762619548643002,-8.503401360544227e-4
46,Easy,-124.99036962351497,0
46,Hard,-33.317542404258006,-0.03749999999999999
48,Easy,-57.799641253928996,-0.014632936507936511
48,Hard,-40.299420343352,0.06428571428571425
54,Easy,11.989675906788207,-0.040000000000000036
54,Hard,13.285278359609407,0.019999999999999987
56,Easy,-33.7337103979757,-0.026666666666666616
56,Hard,-22.455400184063393,-0.020000000000000018
58,Easy,0.7819348677409721,-0.014872798434442225
58,Hard,29.47433993688702,-0.040000000000000036
61,Easy,26.689287884825006,0.013333333333333308
61,Hard,-0.3711747380919945,-0.060000000000000026
64,Easy,-17.538017346299995,-0.025585585585585657
64,Hard,-71.03817079541301,-0.01999999999999999
65,Easy,26.418001691781,0.05333333333333323
65,Hard,4.897622120082005,0.05795918367346936
68,Easy,8.058937157456,0
68,Hard,-14.669146658258,0.05999999999999999
69,Easy,-6.203559744554013,-0.017617866004962734
69,Hard,-10.087569777737997,0.06666666666666665
71,Easy,-22.529829767345007,-0.026666666666666505
71,Hard,0.4702475590140125,0
72,Easy,-13.206675179589197,-0.054234234234234235
72,Hard,-45.980330925980795,0.019999999999999962
74,Easy,-108.21658515638998,-0.014774774774774735
74,Hard,-62.59825104089501,0.08833333333333335
82,Easy,-55.98552585326101,0.05297297297297299
82,Hard,-38.19910677203802,-0.019999999999999983
83,Easy,-93.106911441068,-0.040000000000000036
83,Hard,-31.42708064153601,0
85,Easy,-34.064808612730985,0.014173998044965774
85,Hard,-5.456176332035,4.432624113475392e-4
87,Easy,-66.38883078613298,-0.013333333333333308
87,Hard,-83.99107190046902,0.02081632653061224
88,Easy,-185.874611019584,-0.053333333333333344
88,Hard,-180.48763851427896,-0.019999999999999987
